dataset_name,kpi,is_kpi,dtype,domain,description
public_government_shipment_tracking,channel,0,string,public_government,Supporting attribute representing channel.
healthcare_pharma_student_performance,diagnosis_accuracy,1,int,healthcare_pharma,KPI measuring diagnosis accuracy in healthcare pharma domain.
hr_metrics,employee_retention_rate,1,int,hr,KPI measuring employee retention rate in hr domain.
hr_historical,date,0,string,hr,Supporting attribute representing date.
education_edtech_product_analytics,student_retention_rate,1,float,education_edtech,KPI measuring student retention rate in education edtech domain.
agriculture_agritech_claims_36,crop_yield_per_acre,1,int,agriculture_agritech,KPI measuring crop yield per acre in agriculture agritech domain.
finance_benchmarking,working_capital_ratio,1,int,finance,KPI measuring working capital ratio in finance domain.
logistics_kpi_table,segment,0,int,logistics,Supporting attribute representing segment.
marketing_kpi_table,customer_lifetime_value,1,int,marketing,KPI measuring customer lifetime value in marketing domain.
telecom_course_outcomes_46,location,0,date,telecom,Supporting attribute representing location.
finance_trends_48,timestamp,0,int,finance,Supporting attribute representing timestamp.
media_entertainment_risk_analytics_14,engagement_per_content_type,1,float,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
hr_adv_usage_telemetry,absenteeism_rate,1,float,hr_adv,KPI measuring absenteeism rate in hr adv domain.
banking_insurance_fraud_monitoring,premium_growth_rate,1,int,banking_insurance,KPI measuring premium growth rate in banking insurance domain.
sales_marketing_student_performance,conversion_rate,1,float,sales_marketing,KPI measuring conversion rate in sales marketing domain.
public_government_course_outcomes_27,service_coverage_percent,1,float,public_government,KPI measuring service coverage percent in public government domain.
ai_datascience_transactions,country,0,string,ai_datascience,Supporting attribute representing country.
ai_datascience_transactions_25,channel,0,date,ai_datascience,Supporting attribute representing channel.
cybersecurity_shipment_tracking_45,mean_time_to_detect,1,int,cybersecurity,KPI measuring mean time to detect in cybersecurity domain.
hospitality_travel_shipment_tracking_40,channel,0,date,hospitality_travel,Supporting attribute representing channel.
saas_it_transactions,system_uptime_percent,1,float,saas_it,KPI measuring system uptime percent in saas it domain.
devops_reporting,timestamp,0,date,devops,Supporting attribute representing timestamp.
sales_dataset,customer_retention_cost,1,int,sales,KPI measuring customer retention cost in sales domain.
media_entertainment_campaign_performance,watch_time_per_user,1,int,media_entertainment,KPI measuring watch time per user in media entertainment domain.
supplychain_logistics_customer_segments,category,0,date,supplychain_logistics,Supporting attribute representing category.
transport_automotive_engagement_analytics,on_time_trip_percent,1,float,transport_automotive,KPI measuring on time trip percent in transport automotive domain.
banking_insurance_trial_registry,timestamp,0,date,banking_insurance,Supporting attribute representing timestamp.
finance_fintech_reliability_metrics,net_profit_margin,1,float,finance_fintech,KPI measuring net profit margin in finance fintech domain.
saas_it_transactions_11,region,0,int,saas_it,Supporting attribute representing region.
banking_insurance_cost_reporting,segment,0,int,banking_insurance,Supporting attribute representing segment.
public_government_trial_registry_21,egovernance_adoption_rate,1,float,public_government,KPI measuring egovernance adoption rate in public government domain.
cybersecurity_fraud_monitoring,location,0,date,cybersecurity,Supporting attribute representing location.
banking_insurance_reliability_metrics,location,0,int,banking_insurance,Supporting attribute representing location.
hr_benchmarking,employee_attrition_rate,1,float,hr,KPI measuring employee attrition rate in hr domain.
agriculture_agritech_trial_registry,region,0,date,agriculture_agritech,Supporting attribute representing region.
product_kpi_table,feature_adoption_rate,1,int,product,KPI measuring feature adoption rate in product domain.
education_edtech_cost_reporting,student_retention_rate,1,float,education_edtech,KPI measuring student retention rate in education edtech domain.
devops_reporting_4,mean_time_to_recovery,1,float,devops,KPI measuring mean time to recovery in devops domain.
hr_adv_trial_registry,employee_productivity_index,1,int,hr_adv,KPI measuring employee productivity index in hr adv domain.
manufacturing_adv_trial_registry,production_downtime,1,int,manufacturing_adv,KPI measuring production downtime in manufacturing adv domain.
hr_adv_fraud_monitoring,employee_engagement_score,1,float,hr_adv,KPI measuring employee engagement score in hr adv domain.
saas_it_reliability_metrics,timestamp,0,date,saas_it,Supporting attribute representing timestamp.
cybersecurity_product_analytics,category,0,date,cybersecurity,Supporting attribute representing category.
telecom_efficiency_dashboard_7,network_downtime_percent,1,float,telecom,KPI measuring network downtime percent in telecom domain.
supplychain_logistics_product_analytics,inventory_accuracy,1,int,supplychain_logistics,KPI measuring inventory accuracy in supplychain logistics domain.
transport_automotive_orders_20,segment,0,string,transport_automotive,Supporting attribute representing segment.
manufacturing_performance,scrap_rate,1,int,manufacturing,KPI measuring scrap rate in manufacturing domain.
telecom_policy_admin,category,0,string,telecom,Supporting attribute representing category.
product_metrics,id,0,date,product,Supporting attribute representing id.
ai_datascience_product_analytics,country,0,int,ai_datascience,Supporting attribute representing country.
transport_automotive_efficiency_dashboard_44,location,0,string,transport_automotive,Supporting attribute representing location.
ecommerce_retail_transactions,id,0,date,ecommerce_retail,Supporting attribute representing id.
public_government_product_analytics_25,citizen_satisfaction_index,1,int,public_government,KPI measuring citizen satisfaction index in public government domain.
hospitality_travel_reliability_metrics,category,0,string,hospitality_travel,Supporting attribute representing category.
banking_insurance_course_outcomes_1,timestamp,0,date,banking_insurance,Supporting attribute representing timestamp.
cybersecurity_usage_telemetry_41,mean_time_to_resolve,1,float,cybersecurity,KPI measuring mean time to resolve in cybersecurity domain.
manufacturing_adv_orders,timestamp,0,string,manufacturing_adv,Supporting attribute representing timestamp.
media_entertainment_efficiency_dashboard,ad_revenue_per_view,1,int,media_entertainment,KPI measuring ad revenue per view in media entertainment domain.
hospitality_travel_product_analytics_35,region,0,string,hospitality_travel,Supporting attribute representing region.
telecom_efficiency_dashboard,network_latency,1,float,telecom,KPI measuring network latency in telecom domain.
supplychain_logistics_student_performance,inventory_accuracy,1,float,supplychain_logistics,KPI measuring inventory accuracy in supplychain logistics domain.
devops_kpi_table,change_failure_rate,1,float,devops,KPI measuring change failure rate in devops domain.
saas_it_fraud_monitoring,system_uptime_percent,1,int,saas_it,KPI measuring system uptime percent in saas it domain.
manufacturing_adv_cost_reporting,defect_rate,1,float,manufacturing_adv,KPI measuring defect rate in manufacturing adv domain.
sales_reporting_7,location,0,date,sales,Supporting attribute representing location.
transport_automotive_policy_admin,region,0,string,transport_automotive,Supporting attribute representing region.
education_edtech_engagement_analytics,channel,0,date,education_edtech,Supporting attribute representing channel.
media_entertainment_trial_registry,id,0,string,media_entertainment,Supporting attribute representing id.
saas_it_reliability_metrics_14,customer_churn_rate,1,float,saas_it,KPI measuring customer churn rate in saas it domain.
supplychain_logistics_campaign_performance,order_accuracy,1,int,supplychain_logistics,KPI measuring order accuracy in supplychain logistics domain.
ecommerce_retail_clinical_outcomes,id,0,int,ecommerce_retail,Supporting attribute representing id.
energy_sustainability_clinical_outcomes,category,0,date,energy_sustainability,Supporting attribute representing category.
finance_historical_8,region,0,string,finance,Supporting attribute representing region.
energy_sustainability_course_outcomes,channel,0,int,energy_sustainability,Supporting attribute representing channel.
telecom_efficiency_dashboard,timestamp,0,int,telecom,Supporting attribute representing timestamp.
hospitality_travel_trial_registry_15,country,0,int,hospitality_travel,Supporting attribute representing country.
media_entertainment_risk_analytics,ad_revenue_per_view,1,float,media_entertainment,KPI measuring ad revenue per view in media entertainment domain.
education_edtech_risk_analytics_20,average_test_score,1,int,education_edtech,KPI measuring average test score in education edtech domain.
agriculture_agritech_orders_4,resource_utilization_efficiency,1,float,agriculture_agritech,KPI measuring resource utilization efficiency in agriculture agritech domain.
agriculture_agritech_usage_telemetry,fertilizer_efficiency,1,float,agriculture_agritech,KPI measuring fertilizer efficiency in agriculture agritech domain.
finance_fintech_transactions,cost_to_income_ratio,1,int,finance_fintech,KPI measuring cost to income ratio in finance fintech domain.
media_entertainment_policy_admin_23,viewership_retention,1,float,media_entertainment,KPI measuring viewership retention in media entertainment domain.
finance_trends,country,0,int,finance,Supporting attribute representing country.
media_entertainment_risk_analytics,date,0,string,media_entertainment,Supporting attribute representing date.
public_government_claims,citizen_satisfaction_index,1,float,public_government,KPI measuring citizen satisfaction index in public government domain.
hospitality_travel_fraud_monitoring,occupancy_rate,1,float,hospitality_travel,KPI measuring occupancy rate in hospitality travel domain.
telecom_risk_analytics,segment,0,string,telecom,Supporting attribute representing segment.
education_edtech_efficiency_dashboard,enrollment_growth,1,float,education_edtech,KPI measuring enrollment growth in education edtech domain.
ecommerce_retail_risk_analytics,location,0,string,ecommerce_retail,Supporting attribute representing location.
ecommerce_retail_reliability_metrics,product_return_rate,1,int,ecommerce_retail,KPI measuring product return rate in ecommerce retail domain.
finance_fintech_product_analytics_16,liquidity_ratio,1,int,finance_fintech,KPI measuring liquidity ratio in finance fintech domain.
product_benchmarking,user_churn_probability,1,float,product,KPI measuring user churn probability in product domain.
media_entertainment_cost_reporting,watch_time_per_user,1,int,media_entertainment,KPI measuring watch time per user in media entertainment domain.
hr_performance,id,0,date,hr,Supporting attribute representing id.
realestate_construction_risk_analytics_31,cost_per_square_foot,1,float,realestate_construction,KPI measuring cost per square foot in realestate construction domain.
hr_kpi_table,employee_retention_rate,1,int,hr,KPI measuring employee retention rate in hr domain.
supplychain_logistics_reliability_metrics_47,timestamp,0,date,supplychain_logistics,Supporting attribute representing timestamp.
supplychain_logistics_fraud_monitoring,on_time_delivery_rate,1,float,supplychain_logistics,KPI measuring on time delivery rate in supplychain logistics domain.
banking_insurance_policy_admin,id,0,date,banking_insurance,Supporting attribute representing id.
ecommerce_retail_trial_registry,inventory_turnover_ratio,1,float,ecommerce_retail,KPI measuring inventory turnover ratio in ecommerce retail domain.
saas_it_product_analytics,timestamp,0,int,saas_it,Supporting attribute representing timestamp.
media_entertainment_claims,engagement_per_content_type,1,int,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
product_monitoring_17,monthly_active_users,1,int,product,KPI measuring monthly active users in product domain.
banking_insurance_orders_3,id,0,string,banking_insurance,Supporting attribute representing id.
devops_reporting_11,mean_time_between_failures,1,float,devops,KPI measuring mean time between failures in devops domain.
manufacturing_adv_usage_telemetry_49,location,0,date,manufacturing_adv,Supporting attribute representing location.
finance_fintech_customer_segments,date,0,date,finance_fintech,Supporting attribute representing date.
healthcare_pharma_product_analytics,country,0,int,healthcare_pharma,Supporting attribute representing country.
ai_datascience_campaign_performance,region,0,int,ai_datascience,Supporting attribute representing region.
sales_marketing_customer_segments,id,0,date,sales_marketing,Supporting attribute representing id.
finance_fintech_risk_analytics_14,loan_default_rate,1,float,finance_fintech,KPI measuring loan default rate in finance fintech domain.
sales_marketing_transactions,region,0,string,sales_marketing,Supporting attribute representing region.
telecom_campaign_performance,data_consumption_per_subscriber,1,float,telecom,KPI measuring data consumption per subscriber in telecom domain.
marketing_monitoring,campaign_saturation_index,1,int,marketing,KPI measuring campaign saturation index in marketing domain.
hospitality_travel_sustainability_index,segment,0,string,hospitality_travel,Supporting attribute representing segment.
hr_monitoring,region,0,string,hr,Supporting attribute representing region.
transport_automotive_course_outcomes,passenger_load_factor,1,float,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
marketing_performance,campaign_saturation_index,1,float,marketing,KPI measuring campaign saturation index in marketing domain.
product_reporting_8,activation_rate,1,float,product,KPI measuring activation rate in product domain.
saas_it_student_performance,region,0,date,saas_it,Supporting attribute representing region.
realestate_construction_risk_analytics,segment,0,string,realestate_construction,Supporting attribute representing segment.
hr_benchmarking_47,average_tenure,1,float,hr,KPI measuring average tenure in hr domain.
media_entertainment_campaign_performance,location,0,int,media_entertainment,Supporting attribute representing location.
healthcare_pharma_policy_admin,patient_satisfaction_score,1,int,healthcare_pharma,KPI measuring patient satisfaction score in healthcare pharma domain.
education_edtech_usage_telemetry_47,skill_improvement_rate,1,int,education_edtech,KPI measuring skill improvement rate in education edtech domain.
education_edtech_campaign_performance,category,0,int,education_edtech,Supporting attribute representing category.
banking_insurance_claims,risk_adjusted_return,1,int,banking_insurance,KPI measuring risk adjusted return in banking insurance domain.
public_government_customer_segments,segment,0,int,public_government,Supporting attribute representing segment.
healthcare_pharma_claims,date,0,int,healthcare_pharma,Supporting attribute representing date.
sales_marketing_student_performance,timestamp,0,date,sales_marketing,Supporting attribute representing timestamp.
product_analytics_24,feature_adoption_rate,1,float,product,KPI measuring feature adoption rate in product domain.
sales_benchmarking,customer_churn_rate,1,int,sales,KPI measuring customer churn rate in sales domain.
finance_fintech_sustainability_index,date,0,date,finance_fintech,Supporting attribute representing date.
banking_insurance_customer_segments_7,policy_claim_settlement_time,1,float,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
ai_datascience_policy_admin,model_accuracy,1,int,ai_datascience,KPI measuring model accuracy in ai datascience domain.
realestate_construction_policy_admin_29,occupancy_ratio,1,float,realestate_construction,KPI measuring occupancy ratio in realestate construction domain.
realestate_construction_product_analytics,category,0,string,realestate_construction,Supporting attribute representing category.
logistics_historical,supply_chain_flexibility_index,1,int,logistics,KPI measuring supply chain flexibility index in logistics domain.
finance_reporting_24,free_cash_flow,1,float,finance,KPI measuring free cash flow in finance domain.
energy_sustainability_trial_registry,segment,0,int,energy_sustainability,Supporting attribute representing segment.
sales_kpi_table,location,0,int,sales,Supporting attribute representing location.
hr_adv_policy_admin,training_roi,1,float,hr_adv,KPI measuring training roi in hr adv domain.
healthcare_pharma_product_analytics,staff_to_patient_ratio,1,float,healthcare_pharma,KPI measuring staff to patient ratio in healthcare pharma domain.
hr_adv_engagement_analytics_33,training_roi,1,int,hr_adv,KPI measuring training roi in hr adv domain.
energy_sustainability_sustainability_index,date,0,date,energy_sustainability,Supporting attribute representing date.
sales_operations_11,channel,0,int,sales,Supporting attribute representing channel.
logistics_historical,transportation_cost_per_unit,1,float,logistics,KPI measuring transportation cost per unit in logistics domain.
ecommerce_retail_efficiency_dashboard,customer_retention_rate,1,int,ecommerce_retail,KPI measuring customer retention rate in ecommerce retail domain.
public_government_course_outcomes_36,policy_implementation_time,1,int,public_government,KPI measuring policy implementation time in public government domain.
education_edtech_reliability_metrics,date,0,date,education_edtech,Supporting attribute representing date.
education_edtech_claims_5,course_completion_rate,1,float,education_edtech,KPI measuring course completion rate in education edtech domain.
healthcare_pharma_shipment_tracking,treatment_adherence_rate,1,float,healthcare_pharma,KPI measuring treatment adherence rate in healthcare pharma domain.
manufacturing_adv_clinical_outcomes_41,production_throughput,1,float,manufacturing_adv,KPI measuring production throughput in manufacturing adv domain.
sales_marketing_student_performance,funnel_dropoff_rate,1,float,sales_marketing,KPI measuring funnel dropoff rate in sales marketing domain.
manufacturing_adv_engagement_analytics,category,0,string,manufacturing_adv,Supporting attribute representing category.
education_edtech_claims_46,average_test_score,1,int,education_edtech,KPI measuring average test score in education edtech domain.
public_government_cost_reporting,service_coverage_percent,1,float,public_government,KPI measuring service coverage percent in public government domain.
devops_historical,mean_time_between_failures,1,float,devops,KPI measuring mean time between failures in devops domain.
media_entertainment_orders_24,date,0,date,media_entertainment,Supporting attribute representing date.
education_edtech_fraud_monitoring,enrollment_growth,1,int,education_edtech,KPI measuring enrollment growth in education edtech domain.
energy_sustainability_sustainability_index,segment,0,int,energy_sustainability,Supporting attribute representing segment.
ai_datascience_claims,data_pipeline_uptime,1,float,ai_datascience,KPI measuring data pipeline uptime in ai datascience domain.
cybersecurity_cost_reporting,date,0,int,cybersecurity,Supporting attribute representing date.
media_entertainment_course_outcomes_17,content_production_cost_index,1,float,media_entertainment,KPI measuring content production cost index in media entertainment domain.
product_historical,dau_mau_ratio,1,float,product,KPI measuring dau mau ratio in product domain.
ai_datascience_reliability_metrics_16,data_pipeline_uptime,1,int,ai_datascience,KPI measuring data pipeline uptime in ai datascience domain.
media_entertainment_engagement_analytics_26,engagement_per_content_type,1,int,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
hr_adv_trial_registry,channel,0,string,hr_adv,Supporting attribute representing channel.
devops_analytics,mean_time_between_failures,1,float,devops,KPI measuring mean time between failures in devops domain.
ecommerce_retail_engagement_analytics,product_return_rate,1,float,ecommerce_retail,KPI measuring product return rate in ecommerce retail domain.
finance_fintech_product_analytics_11,segment,0,date,finance_fintech,Supporting attribute representing segment.
supplychain_logistics_customer_segments_43,transport_time,1,float,supplychain_logistics,KPI measuring transport time in supplychain logistics domain.
transport_automotive_engagement_analytics,average_trip_distance,1,int,transport_automotive,KPI measuring average trip distance in transport automotive domain.
finance_fintech_transactions_20,net_profit_margin,1,float,finance_fintech,KPI measuring net profit margin in finance fintech domain.
hr_adv_product_analytics_39,internal_promotion_rate,1,float,hr_adv,KPI measuring internal promotion rate in hr adv domain.
public_government_course_outcomes,citizen_satisfaction_index,1,int,public_government,KPI measuring citizen satisfaction index in public government domain.
saas_it_transactions_3,system_uptime_percent,1,int,saas_it,KPI measuring system uptime percent in saas it domain.
transport_automotive_usage_telemetry,location,0,int,transport_automotive,Supporting attribute representing location.
supplychain_logistics_clinical_outcomes,order_accuracy,1,int,supplychain_logistics,KPI measuring order accuracy in supplychain logistics domain.
marketing_historical,country,0,string,marketing,Supporting attribute representing country.
telecom_trial_registry_21,subscriber_churn_rate,1,int,telecom,KPI measuring subscriber churn rate in telecom domain.
supplychain_logistics_efficiency_dashboard,location,0,date,supplychain_logistics,Supporting attribute representing location.
banking_insurance_clinical_outcomes,id,0,date,banking_insurance,Supporting attribute representing id.
telecom_transactions_5,country,0,string,telecom,Supporting attribute representing country.
agriculture_agritech_fraud_monitoring,irrigation_utilization,1,float,agriculture_agritech,KPI measuring irrigation utilization in agriculture agritech domain.
product_benchmarking,country,0,string,product,Supporting attribute representing country.
manufacturing_adv_student_performance,region,0,string,manufacturing_adv,Supporting attribute representing region.
telecom_engagement_analytics_1,network_downtime_percent,1,int,telecom,KPI measuring network downtime percent in telecom domain.
product_trends_3,activation_rate,1,float,product,KPI measuring activation rate in product domain.
product_trends,daily_active_users,1,int,product,KPI measuring daily active users in product domain.
hospitality_travel_sustainability_index,timestamp,0,date,hospitality_travel,Supporting attribute representing timestamp.
devops_metrics,channel,0,int,devops,Supporting attribute representing channel.
finance_kpi_table,id,0,int,finance,Supporting attribute representing id.
hr_adv_transactions_44,country,0,date,hr_adv,Supporting attribute representing country.
hr_reporting,location,0,date,hr,Supporting attribute representing location.
devops_historical,timestamp,0,int,devops,Supporting attribute representing timestamp.
logistics_operations,on_time_delivery_rate,1,int,logistics,KPI measuring on time delivery rate in logistics domain.
media_entertainment_transactions,engagement_per_content_type,1,int,media_entertainment,KPI measuring engagement per content type in media entertainment domain.
finance_fintech_product_analytics,net_profit_margin,1,int,finance_fintech,KPI measuring net profit margin in finance fintech domain.
telecom_student_performance,location,0,date,telecom,Supporting attribute representing location.
public_government_shipment_tracking,date,0,date,public_government,Supporting attribute representing date.
media_entertainment_orders_26,content_production_cost_index,1,float,media_entertainment,KPI measuring content production cost index in media entertainment domain.
hospitality_travel_customer_segments_1,average_stay_duration,1,float,hospitality_travel,KPI measuring average stay duration in hospitality travel domain.
transport_automotive_campaign_performance_30,country,0,date,transport_automotive,Supporting attribute representing country.
cybersecurity_clinical_outcomes_11,compliance_score,1,float,cybersecurity,KPI measuring compliance score in cybersecurity domain.
hospitality_travel_transactions,country,0,string,hospitality_travel,Supporting attribute representing country.
hospitality_travel_efficiency_dashboard,average_daily_rate,1,int,hospitality_travel,KPI measuring average daily rate in hospitality travel domain.
energy_sustainability_usage_telemetry,carbon_footprint_per_unit,1,float,energy_sustainability,KPI measuring carbon footprint per unit in energy sustainability domain.
supplychain_logistics_usage_telemetry_26,inventory_accuracy,1,int,supplychain_logistics,KPI measuring inventory accuracy in supplychain logistics domain.
agriculture_agritech_orders,channel,0,string,agriculture_agritech,Supporting attribute representing channel.
hospitality_travel_reliability_metrics_44,occupancy_rate,1,float,hospitality_travel,KPI measuring occupancy rate in hospitality travel domain.
sales_marketing_course_outcomes,customer_lifetime_value,1,int,sales_marketing,KPI measuring customer lifetime value in sales marketing domain.
finance_fintech_reliability_metrics,return_on_equity,1,float,finance_fintech,KPI measuring return on equity in finance fintech domain.
telecom_product_analytics,location,0,int,telecom,Supporting attribute representing location.
finance_historical_10,net_profit_margin,1,int,finance,KPI measuring net profit margin in finance domain.
public_government_usage_telemetry,project_delivery_time,1,int,public_government,KPI measuring project delivery time in public government domain.
transport_automotive_clinical_outcomes_36,region,0,int,transport_automotive,Supporting attribute representing region.
hr_adv_trial_registry,employee_turnover_rate,1,float,hr_adv,KPI measuring employee turnover rate in hr adv domain.
healthcare_pharma_efficiency_dashboard_49,id,0,int,healthcare_pharma,Supporting attribute representing id.
finance_monitoring_25,location,0,int,finance,Supporting attribute representing location.
education_edtech_orders,skill_improvement_rate,1,float,education_edtech,KPI measuring skill improvement rate in education edtech domain.
healthcare_pharma_claims_35,country,0,date,healthcare_pharma,Supporting attribute representing country.
media_entertainment_product_analytics_41,region,0,date,media_entertainment,Supporting attribute representing region.
public_government_clinical_outcomes,policy_implementation_time,1,float,public_government,KPI measuring policy implementation time in public government domain.
agriculture_agritech_cost_reporting_27,crop_yield_per_acre,1,int,agriculture_agritech,KPI measuring crop yield per acre in agriculture agritech domain.
finance_fintech_engagement_analytics,loan_default_rate,1,int,finance_fintech,KPI measuring loan default rate in finance fintech domain.
transport_automotive_reliability_metrics,segment,0,string,transport_automotive,Supporting attribute representing segment.
manufacturing_trends,region,0,int,manufacturing,Supporting attribute representing region.
supplychain_logistics_efficiency_dashboard,id,0,int,supplychain_logistics,Supporting attribute representing id.
finance_fintech_transactions,fraud_detection_rate,1,int,finance_fintech,KPI measuring fraud detection rate in finance fintech domain.
hr_adv_trial_registry,absenteeism_rate,1,float,hr_adv,KPI measuring absenteeism rate in hr adv domain.
banking_insurance_fraud_monitoring_4,policy_claim_settlement_time,1,int,banking_insurance,KPI measuring policy claim settlement time in banking insurance domain.
sales_trends_35,gross_margin_return_on_investment,1,float,sales,KPI measuring gross margin return on investment in sales domain.
agriculture_agritech_campaign_performance,region,0,string,agriculture_agritech,Supporting attribute representing region.
marketing_kpi_table,date,0,string,marketing,Supporting attribute representing date.
sales_marketing_sustainability_index,conversion_rate,1,int,sales_marketing,KPI measuring conversion rate in sales marketing domain.
education_edtech_course_outcomes,student_engagement_level,1,float,education_edtech,KPI measuring student engagement level in education edtech domain.
finance_operations_11,region,0,int,finance,Supporting attribute representing region.
saas_it_student_performance,date,0,string,saas_it,Supporting attribute representing date.
education_edtech_product_analytics,timestamp,0,string,education_edtech,Supporting attribute representing timestamp.
supplychain_logistics_claims,date,0,int,supplychain_logistics,Supporting attribute representing date.
media_entertainment_orders,subscriber_growth_rate,1,int,media_entertainment,KPI measuring subscriber growth rate in media entertainment domain.
finance_fintech_reliability_metrics,date,0,date,finance_fintech,Supporting attribute representing date.
hospitality_travel_engagement_analytics_43,average_stay_duration,1,float,hospitality_travel,KPI measuring average stay duration in hospitality travel domain.
energy_sustainability_product_analytics_21,region,0,int,energy_sustainability,Supporting attribute representing region.
finance_fintech_customer_segments_28,location,0,date,finance_fintech,Supporting attribute representing location.
public_government_engagement_analytics_18,egovernance_adoption_rate,1,float,public_government,KPI measuring egovernance adoption rate in public government domain.
agriculture_agritech_fraud_monitoring_40,irrigation_utilization,1,float,agriculture_agritech,KPI measuring irrigation utilization in agriculture agritech domain.
sales_marketing_reliability_metrics,campaign_roi,1,int,sales_marketing,KPI measuring campaign roi in sales marketing domain.
manufacturing_adv_engagement_analytics_9,production_downtime,1,float,manufacturing_adv,KPI measuring production downtime in manufacturing adv domain.
telecom_transactions_11,country,0,int,telecom,Supporting attribute representing country.
cybersecurity_reliability_metrics_12,country,0,string,cybersecurity,Supporting attribute representing country.
saas_it_risk_analytics_42,location,0,string,saas_it,Supporting attribute representing location.
sales_dataset_39,quote_to_close_ratio,1,int,sales,KPI measuring quote to close ratio in sales domain.
hr_performance,channel,0,string,hr,Supporting attribute representing channel.
marketing_monitoring_14,organic_growth_rate,1,int,marketing,KPI measuring organic growth rate in marketing domain.
education_edtech_campaign_performance,course_completion_rate,1,float,education_edtech,KPI measuring course completion rate in education edtech domain.
manufacturing_adv_course_outcomes,production_throughput,1,float,manufacturing_adv,KPI measuring production throughput in manufacturing adv domain.
healthcare_pharma_risk_analytics,id,0,date,healthcare_pharma,Supporting attribute representing id.
ai_datascience_cost_reporting,model_explainability_score,1,int,ai_datascience,KPI measuring model explainability score in ai datascience domain.
transport_automotive_policy_admin,passenger_load_factor,1,int,transport_automotive,KPI measuring passenger load factor in transport automotive domain.
education_edtech_sustainability_index_24,segment,0,date,education_edtech,Supporting attribute representing segment.
cybersecurity_risk_analytics,incidents_detected,1,int,cybersecurity,KPI measuring incidents detected in cybersecurity domain.
transport_automotive_reliability_metrics,region,0,date,transport_automotive,Supporting attribute representing region.
hr_adv_transactions,date,0,date,hr_adv,Supporting attribute representing date.
realestate_construction_student_performance_34,category,0,int,realestate_construction,Supporting attribute representing category.
banking_insurance_usage_telemetry,category,0,date,banking_insurance,Supporting attribute representing category.
logistics_performance,id,0,int,logistics,Supporting attribute representing id.
saas_it_policy_admin,monthly_recurring_revenue,1,float,saas_it,KPI measuring monthly recurring revenue in saas it domain.
transport_automotive_clinical_outcomes,on_time_trip_percent,1,int,transport_automotive,KPI measuring on time trip percent in transport automotive domain.
cybersecurity_customer_segments,location,0,string,cybersecurity,Supporting attribute representing location.
telecom_risk_analytics,channel,0,int,telecom,Supporting attribute representing channel.
agriculture_agritech_customer_segments_7,supply_chain_delay_index,1,int,agriculture_agritech,KPI measuring supply chain delay index in agriculture agritech domain.
marketing_benchmarking,click_through_rate,1,int,marketing,KPI measuring click through rate in marketing domain.
public_government_fraud_monitoring_35,egovernance_adoption_rate,1,float,public_government,KPI measuring egovernance adoption rate in public government domain.
telecom_customer_segments,channel,0,int,telecom,Supporting attribute representing channel.
sales_marketing_orders,conversion_rate,1,float,sales_marketing,KPI measuring conversion rate in sales marketing domain.
sales_historical_48,sales_growth_rate,1,float,sales,KPI measuring sales growth rate in sales domain.
ai_datascience_risk_analytics,date,0,date,ai_datascience,Supporting attribute representing date.
hr_adv_sustainability_index,category,0,int,hr_adv,Supporting attribute representing category.
transport_automotive_engagement_analytics_27,maintenance_cost_ratio,1,int,transport_automotive,KPI measuring maintenance cost ratio in transport automotive domain.
ecommerce_retail_risk_analytics,category,0,int,ecommerce_retail,Supporting attribute representing category.
public_government_course_outcomes,policy_implementation_time,1,float,public_government,KPI measuring policy implementation time in public government domain.
public_government_efficiency_dashboard_5,policy_implementation_time,1,int,public_government,KPI measuring policy implementation time in public government domain.
ai_datascience_sustainability_index_36,region,0,int,ai_datascience,Supporting attribute representing region.
manufacturing_adv_campaign_performance,yield_rate,1,float,manufacturing_adv,KPI measuring yield rate in manufacturing adv domain.
media_entertainment_cost_reporting,region,0,int,media_entertainment,Supporting attribute representing region.
telecom_usage_telemetry_39,subscriber_churn_rate,1,float,telecom,KPI measuring subscriber churn rate in telecom domain.
sales_historical_2,date,0,date,sales,Supporting attribute representing date.
supplychain_logistics_trial_registry,freight_cost_per_unit,1,float,supplychain_logistics,KPI measuring freight cost per unit in supplychain logistics domain.
hospitality_travel_clinical_outcomes,location,0,date,hospitality_travel,Supporting attribute representing location.
marketing_analytics,date,0,int,marketing,Supporting attribute representing date.
finance_fintech_course_outcomes,category,0,date,finance_fintech,Supporting attribute representing category.
hr_trends_38,id,0,int,hr,Supporting attribute representing id.
realestate_construction_engagement_analytics,cost_per_square_foot,1,int,realestate_construction,KPI measuring cost per square foot in realestate construction domain.
hospitality_travel_usage_telemetry_26,average_stay_duration,1,int,hospitality_travel,KPI measuring average stay duration in hospitality travel domain.
energy_sustainability_fraud_monitoring,timestamp,0,int,energy_sustainability,Supporting attribute representing timestamp.
ecommerce_retail_sustainability_index,product_return_rate,1,int,ecommerce_retail,KPI measuring product return rate in ecommerce retail domain.
realestate_construction_policy_admin_18,location,0,date,realestate_construction,Supporting attribute representing location.
cybersecurity_engagement_analytics,region,0,string,cybersecurity,Supporting attribute representing region.
